Index;Latitude;Longitude;Distance from Tx [km];Terrain height [m a.s.l.]
581;51,2082769470714;16,3680960884662;58,1;110
582;51,2078478209046;16,3668345676094;58,2;123
583;51,2074186811749;16,3655730702622;58,3;109
584;51,2069895278828;16,3643115964245;58,4;112
585;51,2065603610288;16,3630501460961;58,5;106
586;51,2061311806134;16,3617887192772;58,6;107
587;51,205701986637;16,3605273159676;58,7;107
588;51,2052727791;16,3592659361673;58,8;106
589;51,2048435580029;16,3580045798761;58,9;113
590;51,2044143233462;16,3567432470941;59;124
591;51,2039850751304;16,3554819378212;59,1;115
592;51,2035558133558;16,3542206520574;59,2;114
593;51,203126538023;16,3529593898025;59,3;106
594;51,2026972491324;16,3516981510566;59,4;103
595;51,2022679466846;16,3504369358196;59,5;109
596;51,2018386306798;16,3491757440913;59,6;112
597;51,2014093011187;16,3479145758718;59,7;109
598;51,2009799580016;16,346653431161;59,8;116
599;51,2005506013291;16,3453923099589;59,9;114
600;51,2001212311015;16,3441312122654;60;95
601;51,1996918473194;16,3428701380804;60,1;107
602;51,1992624499832;16,3416090874038;60,2;116
603;51,1988330390934;16,3403480602357;60,3;114
604;51,1984036146504;16,3390870565759;60,4;115
605;51,1979741766546;16,3378260764245;60,5;107
606;51,1975447251067;16,3365651197813;60,6;108
607;51,1971152600069;16,3353041866462;60,7;103
608;51,1966857813558;16,3340432770194;60,8;115
609;51,1962562891539;16,3327823909005;60,9;119
610;51,1958267834015;16,3315215282898;61;113
611;51,1953972640992;16,3302606891869;61,1;117
612;51,1949677312474;16,328999873592;61,2;121
613;51,1945381848466;16,3277390815049;61,3;125
614;51,1941086248972;16,3264783129256;61,4;116
615;51,1936790513998;16,325217567854;61,5;112
616;51,1932494643546;16,3239568462901;61,6;113
617;51,1928198637623;16,3226961482338;61,7;123
618;51,1923902496233;16,3214354736851;61,8;122
619;51,191960621938;16,3201748226439;61,9;125
620;51,1915309807069;16,3189141951101;62;123
621;51,1911013259305;16,3176535910837;62,1;114
622;51,1906716576092;16,3163930105646;62,2;126
623;51,1902419757434;16,3151324535528;62,3;121
624;51,1898122803337;16,3138719200481;62,4;121
625;51,1893825713805;16,3126114100507;62,5;120
626;51,1889528488843;16,3113509235603;62,6;128
627;51,1885231128455;16,3100904605769;62,7;136
628;51,1880933632646;16,3088300211006;62,8;128
629;51,187663600142;16,3075696051311;62,9;126
630;51,1872338234782;16,3063092126685;63;137
631;51,1868040332737;16,3050488437127;63,1;140
632;51,186374229529;16,3037884982636;63,2;126
633;51,1859444122444;16,3025281763212;63,3;127
634;51,1855145814204;16,3012678778854;63,4;123
635;51,1850847370576;16,3000076029562;63,5;123
636;51,1846548791563;16,2987473515335;63,6;120
637;51,1842250077171;16,2974871236172;63,7;108
638;51,1837951227403;16,2962269192073;63,8;127
639;51,1833652242265;16,2949667383037;63,9;136
640;51,1829353121761;16,2937065809064;64;117
641;51,1825053865896;16,2924464470153;64,1;104
642;51,1820754474674;16,2911863366304;64,2;101
643;51,18164549481;16,2899262497515;64,3;114
644;51,1812155286178;16,2886661863786;64,4;97
645;51,1807855488914;16,2874061465118;64,5;118
646;51,1803555556311;16,2861461301508;64,6;119
647;51,1799255488375;16,2848861372957;64,7;108
648;51,1794955285109;16,2836261679463;64,8;110
649;51,179065494652;16,2823662221027;64,9;118
650;51,178635447261;16,2811062997647;65;113
651;51,1782053863385;16,2798464009324;65,1;109
652;51,1777753118849;16,2785865256056;65,2;113
653;51,1773452239007;16,2773266737843;65,3;106
654;51,1769151223864;16,2760668454684;65,4;117
655;51,1764850073424;16,2748070406579;65,5;117
656;51,1760548787692;16,2735472593526;65,6;107
657;51,1756247366672;16,2722875015527;65,7;92
658;51,1751945810369;16,2710277672579;65,8;116
659;51,1747644118788;16,2697680564682;65,9;111
660;51,1743342291933;16,2685083691836;66;123
661;51,1739040329808;16,267248705404;66,1;120
662;51,1734738232419;16,2659890651293;66,2;116
663;51,173043599977;16,2647294483595;66,3;132
664;51,1726133631866;16,2634698550945;66,4;127
665;51,1721831128711;16,2622102853343;66,5;121
666;51,1717528490309;16,2609507390788;66,6;115
667;51,1713225716666;16,2596912163279;66,7;117
668;51,1708922807786;16,2584317170816;66,8;118
669;51,1704619763674;16,2571722413398;66,9;123
670;51,1700316584334;16,2559127891025;67;128
671;51,169601326977;16,2546533603695;67,1;141
672;51,1691709819988;16,2533939551409;67,2;167
673;51,1687406234992;16,2521345734165;67,3;133
674;51,1683102514787;16,2508752151963;67,4;120
675;51,1678798659377;16,2496158804803;67,5;123
676;51,1674494668766;16,2483565692684;67,6;136
677;51,167019054296;16,2470972815605;67,7;118
678;51,1665886281964;16,2458380173565;67,8;136
679;51,166158188578;16,2445787766565;67,9;138
680;51,1657277354415;16,2433195594602;68;157
681;51,1652972687873;16,2420603657678;68,1;164
682;51,1648667886159;16,240801195579;68,2;143
683;51,1644362949276;16,2395420488939;68,3;154
684;51,164005787723;16,2382829257124;68,4;141
685;51,1635752670025;16,2370238260344;68,5;128
686;51,1631447327666;16,2357647498599;68,6;131
687;51,1627141850158;16,2345056971887;68,7;151
688;51,1622836237504;16,2332466680209;68,8;139
689;51,1618530489711;16,2319876623564;68,9;136
690;51,1614224606781;16,2307286801951;69;154
691;51,1609918588721;16,2294697215369;69,1;156
692;51,1605612435533;16,2282107863818;69,2;151
693;51,1601306147224;16,2269518747297;69,3;136
694;51,1596999723798;16,2256929865806;69,4;130
695;51,1592693165259;16,2244341219344;69,5;131
696;51,1588386471611;16,223175280791;69,6;115
697;51,1584079642861;16,2219164631504;69,7;112
698;51,1579772679011;16,2206576690125;69,8;128
699;51,1575465580067;16,2193988983772;69,9;124
700;51,1571158346033;16,2181401512446;70;114
701;51,1566850976914;16,2168814276144;70,1;119
702;51,1562543472714;16,2156227274867;70,2;126
703;51,1558235833439;16,2143640508613;70,3;125
704;51,1553928059092;16,2131053977383;70,4;122
705;51,1549620149679;16,2118467681176;70,5;113
706;51,1545312105203;16,210588161999;70,6;121
707;51,154100392567;16,2093295793826;70,7;125
708;51,1536695611084;16,2080710202683;70,8;125
709;51,1535089867692;16,2076019612983;70,83727;129
